UNIQUE_CELL_ID,UNIQUE_CELL_NAME,TYPE,ORGAN,ANATOMY_ID,CELL_TYPE_ID,CPID,Germ Layer,Differentiation State,Source Age,Raw Anatomy Id,Raw Cell Type Id,Body Part,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4,Cell Type,Synonym,CL Id,UBERON Id,Image Id,Tissue Image ID
1672,BASAL_CELL_CPID=1672,Basal cell,Lung,3080105010200000000000,28,1672,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,28,Trunk,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,NA,NA,NA,NA,NA,Basal cell,NA,CL:0002329,NA,NA,NA
1673,CILIATED_CELL_CPID=1673,Ciliated cell,Lung,3080105010200000000000,54,1673,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,54,Trunk,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,NA,NA,NA,NA,NA,Ciliated cell,NA,CL:0002332,NA,NA,NA
1674,BRUSH_CELL_(TUFT_CELL)_CPID=1674,Brush cell (Tuft cell),Lung,3080105010200000000000,39,1674,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,39,Trunk,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,NA,NA,NA,NA,NA,Brush cell (Tuft cell),NA,CL:0002075,NA,NA,NA
1675,SEROUS_CELL_CPID=1675,Serous cell,Lung,3080105010200000000000,228,1675,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,228,Trunk,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,NA,NA,NA,NA,NA,Serous cell,NA,CL:0000313,NA,NA,NA
1676,DIFFUSE_NEUROENDOCRINE_SYSTEM_CELL_CPID=1676,Diffuse neuroendocrine system cell,Lung,3080105010200000000000,71,1676,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,71,Trunk,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,NA,NA,NA,NA,NA,Diffuse neuroendocrine system cell,NA,CL:0000568,NA,NA,NA
1677,FIBROBLAST_CPID=1677,Fibroblast,Lung,3080105020000000000000,120,1677,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105020000000000000,120,Trunk,Bronchial tree,Primary bronchus,Submucosa,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
1678,EPITHELIAL_CELL_CPID=1678,Epithelial cell,Lung,3080106010001000000000,89,1678,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,89,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0002328,NA,NA,NA
1679,FIBROBLAST_CPID=1679,Fibroblast,Lung,3080106010100000000000,120,1679,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010100000000000,120,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,Lamina propria,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
1680,GOBLET_CELL_CPID=1680,Goblet cell,Lung,3080106010001000000000,136,1680,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,136,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Goblet cell,NA,CL:0002370,NA,NA,NA
1681,BASAL_CELL_CPID=1681,Basal cell,Lung,3080106010001000000000,28,1681,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,28,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Basal cell,NA,CL:0002329,NA,NA,NA
1682,CILIATED_CELL_CPID=1682,Ciliated cell,Lung,3080106010001000000000,54,1682,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,54,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Ciliated cell,NA,CL:0002332,NA,NA,NA
1683,BRUSH_CELL_(TUFT_CELL)_CPID=1683,Brush cell (Tuft cell),Lung,3080106010001000000000,39,1683,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,39,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Brush cell (Tuft cell),NA,CL:0002075,NA,NA,NA
1684,SEROUS_CELL_CPID=1684,Serous cell,Lung,3080106010001000000000,228,1684,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,228,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Serous cell,NA,CL:0000313,NA,NA,NA
1685,DIFFUSE_NEUROENDOCRINE_SYSTEM_CELL_CPID=1685,Diffuse neuroendocrine system cell,Lung,3080106010001000000000,71,1685,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,71,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Diffuse neuroendocrine system cell,NA,CL:0000568,NA,NA,NA
1686,SECRETORY_CELL,Secretory cell,Lung,3080106010001000000000,227,1686,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,227,Trunk,Bronchial tree,Respiratory bronchiole,Mucosa,NA,Epithelium,NA,NA,NA,NA,Secretory cell,NA,NA,NA,NA,NA
1687,CHONDROCYTE_CPID=1687,Chondrocyte,Lung,3080107020000000000000,51,1687,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080107020000000000000,51,Trunk,Bronchial tree,Segmental bronchus,Hyaline cartilage,NA,NA,NA,NA,NA,NA,Chondrocyte,NA,CL:0000138,NA,NA,NA
1688,CHONDROGENIC_CELL_CPID=1688,Chondrogenic cell,Lung,3080107020100000000000,52,1688,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080107020100000000000,52,Trunk,Bronchial tree,Segmental bronchus,Hyaline cartilage,Perichondrium,NA,NA,NA,NA,NA,Chondrogenic cell,NA,NA,NA,NA,NA
1689,CILIATED_CELL_CPID=1689,Ciliated cell,Lung,3080108010001000000000,54,1689,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010001000000000,54,Trunk,Bronchial tree,Terminal bronchioles,Mucosa,NA,Epithelium,NA,NA,NA,NA,Ciliated cell,NA,CL:0002145,NA,NA,NA
1690,CLARA_CELL_CPID=1690,Clara cell,Lung,3080108010001000000000,59,1690,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010001000000000,59,Trunk,Bronchial tree,Terminal bronchioles,Mucosa,NA,Epithelium,NA,NA,NA,NA,Clara cell,NA,CL:0000158,NA,NA,NA
1691,FIBROBLAST_CPID=1691,Fibroblast,Lung,3080108010100000000000,120,1691,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010100000000000,120,Trunk,Bronchial tree,Terminal bronchioles,Mucosa,Lamina propria,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
1692,SMOOTH_MUSCLE_CELL_CPID=1692,Smooth muscle cell,Lung,3080108020000000000000,231,1692,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020000000000000,231,Trunk,Bronchial tree,Terminal bronchioles,Capillary plexus,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000359,NA,NA,NA
1693,ANGIOBLAST,Angioblast,Lung,3080108020000000000000,838,1693,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020000000000000,838,Trunk,Bronchial tree,Terminal bronchioles,Capillary plexus,NA,NA,NA,NA,NA,NA,Angioblast,NA,CL:0000566,NA,NA,NA
1694,ENDOTHELIAL_CELL_CPID=1694,Endothelial cell,Lung,3080108020100000000000,78,1694,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020100000000000,78,Trunk,Bronchial tree,Terminal bronchioles,Capillary plexus,Arterial,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
1695,ENDOTHELIAL_CELL_CPID=1695,Endothelial cell,Lung,3080108020200000000000,78,1695,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020200000000000,78,Trunk,Bronchial tree,Terminal bronchioles,Capillary plexus,Venous,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
1696,MACROPHAGE_CPID=1696,Macrophage,Lymph node,3090000000000000000000,6,1696,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090000000000000000000,6,Trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrophage,NA,CL:0000868,NA,NA,NA
1697,STELLATE_RETICULAR_CELL,Stellate reticular cell,Lymph node,3090101000000000000000,240,1697,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090101000000000000000,240,Trunk,Cortex of lymph node,Perinodular cortical sinus,NA,NA,NA,NA,NA,NA,NA,Stellate reticular cell,NA,CL:0000432,NA,NA,NA
1698,FOLLICULAR_DENDRITIC_CELL_CPID=1698,Follicular dendritic cell,Lymph node,3090102000000000000000,122,1698,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090102000000000000000,122,Trunk,Cortex of lymph node,Primary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,Follicular dendritic cell,NA,CL:0000442,NA,NA,t028
1699,FOLLICULAR_DENDRITIC_CELL_CPID=1699,Follicular dendritic cell,Lymph node,3090103000000000000000,122,1699,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,122,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,Follicular dendritic cell,NA,CL:0000442,NA,NA,NA
1700,CENTROCYTE,Centrocyte,Lymph node,3090103000000000000000,48,1700,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,48,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,Centrocyte,NA,CL:0000966,NA,NA,NA
1701,MEMORY_B_CELL_CPID=1701,Memory B cell,Lymph node,3090103000000000000000,27,1701,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,27,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,Memory B cell,NA,CL:0000787,NA,NA,NA
1702,T_CELL_CPID=1702,T cell,Lymph node,3090103000000000000000,15,1702,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,15,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,T cell,NA,NA,NA,NA,NA
1703,IMMATURE_NK_CELL_(INK_CELL),Immature NK cell (iNK cell),Lymph node,3090103000000000000000,147,1703,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,147,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),NA,NA,NA,NA,NA,NA,NA,Immature NK cell (iNK cell),NA,NA,NA,NA,NA
1704,B_CELL_CPID=1704,B cell,Lymph node,3090103010000000000000,1,1704,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,1,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,NA,NA,NA,NA,NA,NA,B cell,NA,NA,NA,NA,NA
1705,CENTROBLAST,Centroblast,Lymph node,3090103010000000000000,289,1705,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,289,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,NA,NA,NA,NA,NA,NA,Centroblast,NA,CL:0000965,NA,NA,NA
1706,CENTROCYTE_CPID=1706,Centrocyte,Lymph node,3090103010000000000000,48,1706,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,48,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,NA,NA,NA,NA,NA,NA,Centrocyte,NA,CL:0000966,NA,NA,NA
1707,ACTIVATED_B_CELL_CPID=1707,Activated B cell,Lymph node,3090103010000000000000,286,1707,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,286,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,NA,NA,NA,NA,NA,NA,Activated B cell,NA,NA,NA,NA,NA
1708,MEMORY_B_CELL_CPID=1708,Memory B cell,Lymph node,3090103010000000000000,27,1708,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,27,Trunk,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,NA,NA,NA,NA,NA,NA,Memory B cell,NA,NA,NA,NA,NA
1709,STELLATE_RETICULAR_CELL_CPID=1709,Stellate reticular cell,Lymph node,3090104000000000000000,240,1709,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090104000000000000000,240,Trunk,Cortex of lymph node,Subcapsular sinus,NA,NA,NA,NA,NA,NA,NA,Stellate reticular cell,NA,CL:0000432,NA,NA,NA
1710,MACROPHAGE_CPID=1710,Macrophage,Lymph node,3090104000000000000000,6,1710,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090104000000000000000,6,Trunk,Cortex of lymph node,Subcapsular sinus,NA,NA,NA,NA,NA,NA,NA,Macrophage,NA,CL:0000887,NA,NA,NA
1711,ANTIGEN-PRESENTING_CELL,Antigen-presenting cell,Lymph node,3090200000000000000000,24,1711,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090200000000000000000,24,Trunk,Paracortex of lymph node,NA,NA,NA,NA,NA,NA,NA,NA,Antigen-presenting cell,NA,CL:0000145,NA,NA,NA
1712,B_CELL_CPID=1712,B cell,Lymph node,3090302000000000000000,1,1712,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090302000000000000000,1,Trunk,Medulla of lymph node,Medullary cord,NA,NA,NA,NA,NA,NA,NA,B cell,NA,NA,NA,NA,NA
1713,PLASMA_CELL_CPID=1713,Plasma cell,Lymph node,3090302000000000000000,13,1713,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090302000000000000000,13,Trunk,Medulla of lymph node,Medullary cord,NA,NA,NA,NA,NA,NA,NA,Plasma cell,NA,NA,NA,NA,NA
1714,ENDOTHELIAL_CELL_CPID=1714,Endothelial cell,NA,3000002000000000000000,78,1714,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002000000000000000,78,Trunk,NA,Lymphatic vessel,NA,NA,NA,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
1715,FIBROBLAST_CPID=1715,Fibroblast,NA,3000002000000000000000,120,1715,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002000000000000000,120,Trunk,NA,Lymphatic vessel,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,NA,NA,NA,NA
1716,ENDOTHELIAL_CELL_CPID=1716,Endothelial cell,NA,3000002010000010000000,78,1716,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002010000010000000,78,Trunk,NA,Lymphatic vessel,Afferent lymphatic vessel,NA,NA,Artery,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,t165
1717,ENDOTHELIAL_CELL_CPID=1717,Endothelial cell,NA,3000002010000020000000,78,1717,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002010000020000000,78,Trunk,NA,Lymphatic vessel,Afferent lymphatic vessel,NA,NA,Vein,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,NA
1718,GOBLET_CELL_CPID=1718,Goblet cell,Pancreas,3110000000000000000000,136,1718,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110000000000000000000,136,Trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goblet cell,NA,CL:1000322,NA,NA,t072
1719,ALPHA_CELL,Alpha cell,Pancreas,3110001010000000000000,20,1719,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,20,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,Alpha cell,NA,CL:0000171,NA,390   391   392,t072
1720,BETA_CELL,Beta cell,Pancreas,3110001010000000000000,26,1720,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,26,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,Beta cell,NA,CL:0000169,NA,387   388   389,t072
1721,DELTA_CELL_OF_PANCREATIC_ISLET,delta cell of pancreatic islet,Pancreas,3110001010000000000000,67,1721,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,67,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,delta cell of pancreatic islet,NA,CL:0000173,NA,393   394   395,t072
1722,GAMMA_CELL,gamma cell,Pancreas,3110001010000000000000,262,1722,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,262,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,gamma cell,NA,CL:0000164,NA,396   397   398,t072
1723,PP_CELL_CPID=1723,PP cell,Pancreas,3110001010000000000000,212,1723,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,212,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,PP cell,NA,CL:0002275,NA,399   400   401,t072
1724,TYPE_G_ENTEROENDOCRINE_CELL,Type G enteroendocrine cell,Pancreas,3110001010000000000000,123,1724,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,123,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,Type G enteroendocrine cell,NA,CL:0000508,NA,NA,t072
1725,EPSILON_CELL_(GHRELIN_CELL),Epsilon cell (ghrelin cell),Pancreas,3110001010000000000000,291,1725,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,291,Trunk,NA,Endocrine pancreas,Islet of Langerhans,NA,NA,NA,NA,NA,NA,Epsilon cell (ghrelin cell),NA,CL:0005019,NA,NA,t072
1726,FIBROBLAST_CPID=1726,Fibroblast,Pancreas,3110002000000000000000,120,1726,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,120,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,t072   t074   t075
1727,MYOFIBROBLAST_CPID=1727,Myofibroblast,Pancreas,3110002000000000000000,186,1727,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,186,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Myofibroblast,NA,CL:0000186,NA,NA,t072   t074   t075
1728,FAT_CELL_(ADIPOCYTE)_CPID=1728,Fat cell (adipocyte),Pancreas,3110002000000000000000,119,1728,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,119,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,t072   t074   t075
1729,PERICYTE_CPID=1729,Pericyte,Pancreas,3110002000000000000000,205,1729,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,205,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Pericyte,NA,CL:0000669,NA,NA,t072   t074   t075
1730,MESENCHYMAL_CELL_CPID=1730,Mesenchymal cell,Pancreas,3110002000000000000000,177,1730,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,177,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Mesenchymal cell,NA,CL:0000134,NA,NA,t072   t074   t075
1731,EPITHELIAL_CELL_CPID=1731,Epithelial cell,Pancreas,3110002000000000000000,89,1731,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,89,Trunk,NA,Exocrine pancreas,NA,NA,NA,NA,NA,NA,NA,Epithelial cell,NA,NA,NA,NA,t072   t074   t075
1732,DUCT_EPITHELIAL_CELL_CPID=1732,Duct epithelial cell,Pancreas,3110002050000000000000,90,1732,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002050000000000000,90,Trunk,NA,Exocrine pancreas,Main pancreatic duct,NA,NA,NA,NA,NA,NA,Duct epithelial cell,NA,CL:0000068,NA,NA,t072   t074   t075
1733,CENTROACINAR_CELL,Centroacinar cell,Pancreas,3110002050000000000000,47,1733,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002050000000000000,47,Trunk,NA,Exocrine pancreas,Main pancreatic duct,NA,NA,NA,NA,NA,NA,Centroacinar cell,NA,CL:0002080,NA,NA,t072   t074   t075
1734,GOBLET_CELL_CPID=1734,Goblet cell,Pancreas,3110002050000000000000,136,1734,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002050000000000000,136,Trunk,NA,Exocrine pancreas,Main pancreatic duct,NA,NA,NA,NA,NA,NA,Goblet cell,NA,CL:1000322,NA,NA,t072   t074   t075
1735,FIBROBLAST_CPID=1735,Fibroblast,Pancreas,3110002000101000000000,120,1735,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000101000000000,120,Trunk,NA,Exocrine pancreas,NA,Artery,Tunica adventitia,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,t072   t074   t075
1736,ENDOTHELIAL_CELL_CPID=1736,Endothelial cell,Pancreas,3110002000102000000000,78,1736,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000102000000000,78,Trunk,NA,Exocrine pancreas,NA,Artery,Tunica intima,NA,NA,NA,NA,Endothelial cell,NA,CL:0000071,NA,NA,t072   t074   t075
1737,FIBROBLAST_CPID=1737,Fibroblast,Pancreas,3110002000102010000000,120,1737,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000102010000000,120,Trunk,NA,Exocrine pancreas,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,t072   t074   t075
1738,FAT_CELL_(ADIPOCYTE)_CPID=1738,Fat cell (adipocyte),Pancreas,3110002000102010000000,119,1738,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000102010000000,119,Trunk,NA,Exocrine pancreas,NA,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,t072   t074   t075
