No.,Germ Layer,Differentiation State,Source Age,Anatomy Id,Cell Type Id,Body Part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4,Cell Type,Synonym,CL Id,UBERON Id,Image Id,Tissue Image ID
1636,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080100000000000000000,231,Trunk,Lung,Bronchial tree,,,,,,,,,Smooth muscle cell,,,,,t091
1637,3 Endodermal,4 Terminally differentiated,6 Fetus state,3080100000000000000000,303,Trunk,Lung,Bronchial tree,,,,,,,,,Neuroendocrine cell,,CL:1000223,,,t091
1638,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080101000001000000000,252,Trunk,Lung,Bronchial tree,Alveolus,,,Epithelium,,,,,Type I pneumocyte (alveolar type I cell),,CL:0002062,,49,t090   t091
1639,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080101000001000000000,254,Trunk,Lung,Bronchial tree,Alveolus,,,Epithelium,,,,,Type II pneumocyte (alveolar type II cell),,CL:0002063,,,t090   t091
1640,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080101000001000000000,89,Trunk,Lung,Bronchial tree,Alveolus,,,Epithelium,,,,,Epithelial cell,,,,,t090   t091
1641,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102010001000000000,28,Trunk,Lung,Bronchial tree,Bronchiole,Mucosa,,Epithelium,,,,,Basal cell,,CL:0002329,,,
1642,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102010001000000000,54,Trunk,Lung,Bronchial tree,Bronchiole,Mucosa,,Epithelium,,,,,Ciliated cell,,CL:0002145,,108,
1643,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102010001000000000,59,Trunk,Lung,Bronchial tree,Bronchiole,Mucosa,,Epithelium,,,,,Clara cell,,CL:0000158,,50,
1644,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102010001000000000,136,Trunk,Lung,Bronchial tree,Bronchiole,Mucosa,,Epithelium,,,,,Goblet cell,,CL:0002370,,107,
1645,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102010001000000000,39,Trunk,Lung,Bronchial tree,Bronchiole,Mucosa,,Epithelium,,,,,Brush cell,,CL:0002075,,,
1646,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102020000000000000,120,Trunk,Lung,Bronchial tree,Bronchiole,Lamina propria,,,,,,,Fibroblast,,CL:0000057,,,
1647,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080102030000000000000,231,Trunk,Lung,Bronchial tree,Bronchiole,Muscular layer,,,,,,,Smooth muscle cell,,CL:0000192,,,
1648,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103000000000000000,120,Trunk,Lung,Bronchial tree,Interalveolar septum,,,,,,,,Fibroblast,,CL:0000057,,,
1649,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103000000000000000,186,Trunk,Lung,Bronchial tree,Interalveolar septum,,,,,,,,Myofibroblast,,CL:0000186,,,
1650,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103000000000000000,119,Trunk,Lung,Bronchial tree,Interalveolar septum,,,,,,,,Fat cell (adipocyte),,CL:0000136,,,
1651,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103010000000000000,252,Trunk,Lung,Bronchial tree,Interalveolar septum,Blood-air barrier,,,,,,,Type I pneumocyte (alveolar type I cell),,CL:0002062,,,
1652,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103010000000000000,78,Trunk,Lung,Bronchial tree,Interalveolar septum,Blood-air barrier,,,,,,,Endothelial cell,,CL:0000071,,,
1653,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103020000000000000,78,Trunk,Lung,Bronchial tree,Interalveolar septum,Continuous capillary,,,,,,,Endothelial cell,,CL:0000115,,,
1654,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080103020000000000000,205,Trunk,Lung,Bronchial tree,Interalveolar septum,Continuous capillary,,,,,,,Pericyte,,CL:0000669,,,
1655,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104010000000000000,120,Trunk,Lung,Bronchial tree,Lobar bronchus,Adventitia,,,,,,,Fibroblast,,CL:0000057,,,
1656,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104010000000000000,119,Trunk,Lung,Bronchial tree,Lobar bronchus,Adventitia,,,,,,,Fat cell (adipocyte),,CL:0000136,,,
1657,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104020000000000000,231,Trunk,Lung,Bronchial tree,Lobar bronchus,Muscular layer,,,,,,,Smooth muscle cell,,CL:0000192,,,
1658,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030100000000000,120,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Lamina propria,,,,,,Fibroblast,,CL:0000057,,,
1659,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,136,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Goblet cell,,CL:0002370,,,
1660,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,28,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Basal cell,,CL:0002329,,,
1661,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,54,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Ciliated cell,,CL:0002332,,,
1662,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,39,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Brush cell,,CL:0002075,,,
1663,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,228,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Serous cell,,CL:0000313,,,
1664,2 Ecotodermal 3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104030200000000000,71,Trunk,Lung,Bronchial tree,Lobar bronchus,Mucosa,Respiratory epithelium,,,,,,Diffuse neuroendocrine system cell,,CL:0000568,,,
1665,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104040000000000000,51,Trunk,Lung,Bronchial tree,Lobar bronchus,Hyaline cartilage,,,,,,,Chondrocyte,,CL:0000138,,,
1666,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080104040100000000000,52,Trunk,Lung,Bronchial tree,Lobar bronchus,Hyaline cartilage,Perichondrium,,,,,,Chondrogenic cell,,,,,
1667,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105000100000000000,120,Trunk,Lung,Bronchial tree,Primary bronchus,,Adventitia,,,,,,Fibroblast,,CL:0000057,,,
1668,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105000100000000000,119,Trunk,Lung,Bronchial tree,Primary bronchus,,Adventitia,,,,,,Fat cell (adipocyte),,CL:0000136,,,
1669,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010100000000000,120,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Lamina propria,,,,,,Fibroblast,,CL:0000057,,,
1670,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010100000000000,119,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Lamina propria,,,,,,Fat cell (adipocyte),,CL:0000136,,,
1671,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,136,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Goblet cell,,CL:0002370,,,
1672,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,28,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Basal cell,,CL:0002329,,,
1673,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,54,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Ciliated cell,,CL:0002332,,,
1674,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,39,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Brush cell,,CL:0002075,,,
1675,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,228,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Serous cell,,CL:0000313,,,
1676,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105010200000000000,71,Trunk,Lung,Bronchial tree,Primary bronchus,Mucosa,Respiratory epithelium,,,,,,Diffuse neuroendocrine system cell,,CL:0000568,,,
1677,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080105020000000000000,120,Trunk,Lung,Bronchial tree,Primary bronchus,Submucosa,,,,,,,Fibroblast,,CL:0000057,,,
1678,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,89,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Epithelial cell,,CL:0002328,,,
1679,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010100000000000,120,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,Lamina propria,,,,,,Fibroblast,,CL:0000057,,,
1680,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,136,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Goblet cell,,CL:0002370,,,
1681,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,28,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Basal cell,,CL:0002329,,,
1682,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,54,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Ciliated cell,,CL:0002332,,,
1683,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,39,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Brush cell,,CL:0002075,,,
1684,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,228,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Serous cell,,CL:0000313,,,
1685,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,71,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Diffuse neuroendocrine system cell,,CL:0000568,,,
1686,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080106010001000000000,227,Trunk,Lung,Bronchial tree,Respiratory bronchiole,Mucosa,,Epithelium,,,,,Secretory cell,,,,,
1687,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080107020000000000000,51,Trunk,Lung,Bronchial tree,Segmental bronchus,Hyaline cartilage,,,,,,,Chondrocyte,,CL:0000138,,,
1688,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080107020100000000000,52,Trunk,Lung,Bronchial tree,Segmental bronchus,Hyaline cartilage,Perichondrium,,,,,,Chondrogenic cell,,,,,
1689,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010001000000000,54,Trunk,Lung,Bronchial tree,Terminal bronchioles,Mucosa,,Epithelium,,,,,Ciliated cell,,CL:0002145,,,
1690,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010001000000000,59,Trunk,Lung,Bronchial tree,Terminal bronchioles,Mucosa,,Epithelium,,,,,Clara cell,,CL:0000158,,,
1691,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108010100000000000,120,Trunk,Lung,Bronchial tree,Terminal bronchioles,Mucosa,Lamina propria,,,,,,Fibroblast,,CL:0000057,,,
1692,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020000000000000,231,Trunk,Lung,Bronchial tree,Terminal bronchioles,Capillary plexus,,,,,,,Smooth muscle cell,,CL:0000359,,,
1693,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020000000000000,838,Trunk,Lung,Bronchial tree,Terminal bronchioles,Capillary plexus,,,,,,,Angioblast,,CL:0000566,,,
1694,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020100000000000,78,Trunk,Lung,Bronchial tree,Terminal bronchioles,Capillary plexus,Arterial,,,,,,Endothelial cell,,CL:0000071,,,
1695,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3080108020200000000000,78,Trunk,Lung,Bronchial tree,Terminal bronchioles,Capillary plexus,Venous,,,,,,Endothelial cell,,CL:0000071,,,
1696,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090000000000000000000,6,Trunk,Lymph node,,,,,,,,,,Lymph node macrophage,,CL:0000868,,,
1697,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090101000000000000000,240,Trunk,Lymph node,Cortex of lymph node,Perinodular cortical sinus,,,,,,,,Stellate reticular cell,,CL:0000432,,,
1698,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090102000000000000000,122,Trunk,Lymph node,Cortex of lymph node,Primary lymphoid nodule (follicle),,,,,,,,Follicular dendritic cell,,CL:0000442,,,t028
1699,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,122,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),,,,,,,,Follicular dendritic cell,,CL:0000442,,,
1700,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,48,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),,,,,,,,Centrocyte,,CL:0000966,,,
1701,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,27,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),,,,,,,,Memory B cell,,CL:0000787,,,
1702,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,15,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),,,,,,,,T cell,,,,,
1703,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103000000000000000,147,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),,,,,,,,Immature NK cell (iNK cell),,,,,
1704,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,1,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,,,,,,,B cell,,,,,
1705,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,289,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,,,,,,,Centroblast,,CL:0000965,,,
1706,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,48,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,,,,,,,Centrocyte,,CL:0000966,,,
1707,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,286,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,,,,,,,Activated B cell,,,,,
1708,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090103010000000000000,27,Trunk,Lymph node,Cortex of lymph node,Secondary lymphoid nodule (follicle),Germinal center,,,,,,,Memory B cell,,,,,
1709,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090104000000000000000,240,Trunk,Lymph node,Cortex of lymph node,Subcapsular sinus,,,,,,,,Stellate reticular cell,,CL:0000432,,,
1710,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090104000000000000000,6,Trunk,Lymph node,Cortex of lymph node,Subcapsular sinus,,,,,,,,Macrophage,,CL:0000887,,,
1711,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090200000000000000000,24,Trunk,Lymph node,Paracortex of lymph node,,,,,,,,,Antigen-presenting cell,,CL:0000145,,,
1712,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090302000000000000000,1,Trunk,Lymph node,Medulla of lymph node,Medullary cord,,,,,,,,B cell,,,,,
1713,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3090302000000000000000,13,Trunk,Lymph node,Medulla of lymph node,Medullary cord,,,,,,,,Plasma cell,,,,,
1714,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002000000000000000,78,Trunk,,,Lymphatic vessel,,,,,,,,Endothelial cell,,CL:0000071,,,
1715,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002000000000000000,120,Trunk,,,Lymphatic vessel,,,,,,,,Fibroblast,,,,,
1716,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002010000010000000,78,Trunk,,,Lymphatic vessel,Afferent lymphatic vessel,,,Artery,,,,Endothelial cell,,CL:0000071,,,t165
1717,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3000002010000020000000,78,Trunk,,,Lymphatic vessel,Afferent lymphatic vessel,,,Vein,,,,Endothelial cell,,CL:0000071,,,
1718,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110000000000000000000,136,Trunk,Pancreas,,,,,,,,,,Goblet cell,,CL:1000322,,,t072
1719,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,20,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Alpha cell,,CL:0000171,,390   391   392,t072
1720,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,26,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Beta cell,,CL:0000169,,387   388   389,t072
1721,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,67,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Delta cell,,CL:0000173,,393   394   395,t072
1722,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,262,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Gamma cell,,CL:0000164,,396   397   398,t072
1723,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,212,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,PP cell,,CL:0002275,,399   400   401,t072
1724,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,123,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Type G enteroendocrine cell,,CL:0000508,,,t072
1725,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110001010000000000000,291,Trunk,Pancreas,,Endocrine pancreas,Islet of Langerhans,,,,,,,Epsilon cell (ghrelin cell),,CL:0005019,,,t072
1726,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,120,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Fibroblast,,CL:0000057,,,t072   t074   t075
1727,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,186,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Myofibroblast,,CL:0000186,,,t072   t074   t075
1728,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,119,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Fat cell (adipocyte),,CL:0000136,,,t072   t074   t075
1729,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,205,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Pericyte,,CL:0000669,,,t072   t074   t075
1730,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,177,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Mesenchymal cell,,CL:0000134,,,t072   t074   t075
1731,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002000000000000000,89,Trunk,Pancreas,,Exocrine pancreas,,,,,,,,Epithelial cell,,,,,t072   t074   t075
1732,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002050000000000000,90,Trunk,Pancreas,,Exocrine pancreas,Main pancreatic duct,,,,,,,Duct epithelial cell,,CL:0000068,,,t072   t074   t075
1733,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,3110002050000000000000,47,Trunk,Pancreas,,Exocrine pancreas,Main pancreatic duct,,,,,,,Centroacinar cell,,CL:0002080,,,t072   t074   t075
